experiment_id,experiment_version,status,date,git_commit,dataset,train_sites,test_sites,seq_len,pred_len,train_ratio,valid_ratio,test_ratio,seed,batch_size,learning_rate,max_epochs,checkpoint_metric,modalities,missing_modality_setting,ctx_masking_ratio,ts_masking_ratio,vq_in_ts,vq_in_ctx,vq_in_guide,data_split_version,scaler_version,output_dir,checkpoint_path,prediction_path,target_path,mae,rmse,mape,nmae,nrmse,notes,embedding_extracted,embedding_types,embedding_pooling,embedding_dim,embedding_output_dir,embedding_checkpoint
20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-01,0a086db87e89fc1ad128caa4fdc1fa8284e10456,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,30,val/mae,power|future_nwp|satellite,full_modalities,0.0,0.0,False,False,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42/checkpoints/epoch_epoch=006.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42/targets.npy,0.05311224160766128,0.10130515702820234,1814.1449921995038,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,true,both,none|mean,64,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42/embedding_export_clean30_test,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260731_224035_fusionsf_fixedv1_clean30_zeroshot_train10_19_test0_9_seed42/checkpoints/epoch_epoch=006.ckpt
20260807_185653_fusionsf_fixedv1_legacy_matched_vq_all_off_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-08,5b7a76a5591d5ba0fe5e0e8c051d2d3b2909f68f,MMSP,0|1|2|3|4|5|6|7|8|9,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,False,False,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_185653_fusionsf_fixedv1_legacy_matched_vq_all_off_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_185653_fusionsf_fixedv1_legacy_matched_vq_all_off_seed42/checkpoints/epoch_epoch=003.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_185653_fusionsf_fixedv1_legacy_matched_vq_all_off_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_185653_fusionsf_fixedv1_legacy_matched_vq_all_off_seed42/targets.npy,0.042090703490805036,0.09481537208379888,1791.2510301116474,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260807_172955_fusionsf_fixedv1_legacy_matched_zeroshot_vq_all_off_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-08,5b7a76a5591d5ba0fe5e0e8c051d2d3b2909f68f,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,False,False,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_172955_fusionsf_fixedv1_legacy_matched_zeroshot_vq_all_off_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_172955_fusionsf_fixedv1_legacy_matched_zeroshot_vq_all_off_seed42/checkpoints/epoch_epoch=031.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_172955_fusionsf_fixedv1_legacy_matched_zeroshot_vq_all_off_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260807_172955_fusionsf_fixedv1_legacy_matched_zeroshot_vq_all_off_seed42/targets.npy,0.043717110393025144,0.09086590666625576,1674.9469667807175,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260808_134459_fusionsf_fixedv1_legacy_matched_zeroshot_vq_paper_best_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-08,5b7a76a5591d5ba0fe5e0e8c051d2d3b2909f68f,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_134459_fusionsf_fixedv1_legacy_matched_zeroshot_vq_paper_best_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_134459_fusionsf_fixedv1_legacy_matched_zeroshot_vq_paper_best_seed42/checkpoints/epoch_epoch=003.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_134459_fusionsf_fixedv1_legacy_matched_zeroshot_vq_paper_best_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_134459_fusionsf_fixedv1_legacy_matched_zeroshot_vq_paper_best_seed42/targets.npy,0.04271258916830273,0.08645056204614862,1631.7454380545757,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260808_033831_fusionsf_fixedv1_legacy_matched_vq_paper_best_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-09,5b7a76a5591d5ba0fe5e0e8c051d2d3b2909f68f,MMSP,0|1|2|3|4|5|6|7|8|9,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_033831_fusionsf_fixedv1_legacy_matched_vq_paper_best_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_033831_fusionsf_fixedv1_legacy_matched_vq_paper_best_seed42/checkpoints/epoch_epoch=050.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_033831_fusionsf_fixedv1_legacy_matched_vq_paper_best_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260808_033831_fusionsf_fixedv1_legacy_matched_vq_paper_best_seed42/targets.npy,0.043605143856497657,0.09582342582199459,1686.0754223531994,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
fusionSF_legacy_zeroshot_vq_paper_best_identity_20260810_seed42,legacy_output_activation_identity,completed,2026-08-10,5b7a76a,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,window_split_v0,global_fit_v0,/home/zhaopp/workspace/FusionSF/logs/fusionSF_legacy_zeroshot_vq_paper_best_identity_20260810_seed42,/home/zhaopp/workspace/FusionSF/logs/fusionSF_legacy_zeroshot_vq_paper_best_identity_20260810_seed42/runs/1/checkpoints/epoch_epoch=003.ckpt,/home/zhaopp/workspace/FusionSF/logs/fusionSF_legacy_zeroshot_vq_paper_best_identity_20260810_seed42/runs/1/src.models.fusionSF_3modal.FusionSF3M/outputs.npy,/home/zhaopp/workspace/FusionSF/logs/fusionSF_legacy_zeroshot_vq_paper_best_identity_20260810_seed42/runs/1/src.models.fusionSF_3modal.FusionSF3M/targets.npy,0.042264875024557114,0.08921730518341064,1905.2298583984375,,,Identity-only rerun removed the ReLU near/all-zero degeneration; versus ReLU MAE/RMSE improved 76.357%/70.700%,false,,,,,
20260816_002250_fusionsf_fixedv1_chronos_prior_baseline_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002250_fusionsf_fixedv1_chronos_prior_baseline_seed42,None,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002250_fusionsf_fixedv1_chronos_prior_baseline_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002250_fusionsf_fixedv1_chronos_prior_baseline_seed42/targets.npy,0.48937068440746617,0.5872757148075437,249.278004910553,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260816_002312_fusionsf_fixedv1_chronos_prior_mlp_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002312_fusionsf_fixedv1_chronos_prior_mlp_seed42,None,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002312_fusionsf_fixedv1_chronos_prior_mlp_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002312_fusionsf_fixedv1_chronos_prior_mlp_seed42/targets.npy,0.81624276397622,0.9798390734954461,267.7466059155898,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260816_002334_fusionsf_fixedv1_chronos_prior_frozen_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002334_fusionsf_fixedv1_chronos_prior_frozen_seed42,None,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002334_fusionsf_fixedv1_chronos_prior_frozen_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002334_fusionsf_fixedv1_chronos_prior_frozen_seed42/targets.npy,0.40202806515545336,0.4888216722966095,205.00056424930472,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260816_002414_fusionsf_fixedv1_chronos_prior_mlp_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_mlp_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_mlp_seed42/checkpoints/epoch_epoch=001.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_mlp_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_mlp_seed42/targets.npy,0.045678256979815854,0.08798938931991111,1751.78634498514,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260816_002414_fusionsf_fixedv1_chronos_prior_baseline_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_baseline_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_baseline_seed42/checkpoints/epoch_epoch=002.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_baseline_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_baseline_seed42/targets.npy,0.04230879579234919,0.0900318474287861,2108.3562315429813,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
20260816_002414_fusionsf_fixedv1_chronos_prior_frozen_seed42,pipeline_v1_fixed,valid_or_debug,2026-08-16,adb77ee32aba8df862f8ad30370859db7cf0a377,MMSP,10|11|12|13|14|15|16|17|18|19,0|1|2|3|4|5|6|7|8|9,24,24,0.6,0.2,0.2,42,16,0.0016,100,val/mae,power|future_nwp|satellite,full_modalities,0.99,0.0,True,True,False,chronological_target_split_v1,train_sites_and_time_only_fit_v1,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_frozen_seed42,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_frozen_seed42/checkpoints/epoch_epoch=008.ckpt,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_frozen_seed42/predictions.npy,/home/zhaopp/workspace/FusionSF/outputs/pipeline_v1_fixed/20260816_002414_fusionsf_fixedv1_chronos_prior_frozen_seed42/targets.npy,0.04115092562362691,0.0873115617418036,1855.1379545576415,,,Capacity-normalized metrics are empty until station capacity metadata is supplied.,false,,,,,
